config_id,method,trial,params,fitness,head_to_head_score,runtime,memory,bit_string
112,hill_climb,1,"{'numRestarts': 2, 'numIterations': 16}",2.58,2.52,0.18124,85,0011001111011010101000010000111101010111100001010010000101100110000110100010100101110
112,hill_climb,2,"{'numRestarts': 2, 'numIterations': 16}",2.62,2.57,0.1724,85,0010011101011100010100000100000100011000010100000110010100111100110111011001010000010
112,hill_climb,3,"{'numRestarts': 2, 'numIterations': 16}",2.16,2.21,0.1798,85,0111111100111111001001000111110101100111010110100000101111101000000001110111101100111
112,hill_climb,4,"{'numRestarts': 2, 'numIterations': 16}",2.52,2.45,0.17426,85,0010001010001011101100100010000001001010111011011100001010101010111001100100000000110
113,hill_climb,0,"{'numRestarts': 2, 'numIterations': 32}",2.64,2.59,0.34803,85,0010011100100000110100111110100101100000111010011100100100110010001001000000001001100
113,hill_climb,1,"{'numRestarts': 2, 'numIterations': 32}",2.55,2.49,0.35591,85,0000011011100001010100001000100111100100111001011111001011110101111010110110110101110
113,hill_climb,2,"{'numRestarts': 2, 'numIterations': 32}",2.67,2.62,0.34963,85,0100000110100001110001011011000011000111010001111110001101000100010001010101101100100
113,hill_climb,3,"{'numRestarts': 2, 'numIterations': 32}",2.71,2.67,0.3373,85,0100000010100110001001110110111010000100100001000101110000110100110100000101011101100
113,hill_climb,4,"{'numRestarts': 2, 'numIterations': 32}",2.67,2.62,0.34347,85,0000011110100011011001110110001100110110100011101111000111010110000101001000110110000
114,hill_climb,0,"{'numRestarts': 2, 'numIterations': 64}",2.64,2.59,0.68188,85,0001010111110010100100111000000010110100111110100110010111001001000010000000111100110
114,hill_climb,1,"{'numRestarts': 2, 'numIterations': 64}",2.45,2.4,0.68769,85,0011110111010100011011011110011010010110101000001010010010110011010010101100100100100
114,hill_climb,2,"{'numRestarts': 2, 'numIterations': 64}",2.6,2.54,0.69177,85,0011011001001001000100001111110101100111001011010010110010000001111001011110101100010
114,hill_climb,3,"{'numRestarts': 2, 'numIterations': 64}",2.58,2.52,0.68408,85,0111001110000001110000111001100111001001111011111110101100110101010001101101110111110
114,hill_climb,4,"{'numRestarts': 2, 'numIterations': 64}",2.57,2.51,0.69023,85,0001001100001100011100100001100001001110011101110101101010100100111001000001111001010
115,hill_climb,0,"{'numRestarts': 4, 'numIterations': 1}",2.14,2.19,0.02168,85,0100111011010000100001000101101010011010010000111111010011101111110110000000010000111
115,hill_climb,1,"{'numRestarts': 4, 'numIterations': 1}",2.0,2.0,0.02199,85,0111100000001101110110011110101011010010001110010110011111101010111111001000100011111
115,hill_climb,2,"{'numRestarts': 4, 'numIterations': 1}",2.64,2.59,0.02187,85,0010010110001011011100010010101001110011110011100000111010110110100000010011100001100
115,hill_climb,3,"{'numRestarts': 4, 'numIterations': 1}",2.06,2.01,0.02182,85,1110111110100010001010100110101100101101100011010111100010101100110101001100110000110
115,hill_climb,4,"{'numRestarts': 4, 'numIterations': 1}",2.63,2.58,0.02182,85,0100011100111011011101011110101100001100100101101011011000111101111001100000100000000
116,hill_climb,0,"{'numRestarts': 4, 'numIterations': 2}",2.48,2.4,0.04315,85,0100011111010000011001110001101011110010011010000100101000111110110101100110011100110
