config_id,method,trial,params,fitness,tournament_score,head_to_head_score,runtime,memory,bit_string
21,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.45}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",330.25,0.02613,21,101100100100001000
21,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.45}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",332.36,0.02619,21,1001101111110111100
21,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.45}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",333.25,0.0263,21,1011110101111000
22,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",358.38,0.00977,21,10001001100111101100
22,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",338.55,0.00971,21,10001001100000101100
22,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.15}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",343.99,0.0098,21,10101011100000101100
22,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",350.35,0.00967,21,1100111001001100
22,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",329.99,0.00968,21,1001111110100111000
23,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",355.14,0.01623,21,1101110110010010100
23,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",353.59,0.0164,21,11101011100110101000
23,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",333.24,0.01634,21,101110110100001100
23,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",345.49,0.01631,21,11101010110100100000
23,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.2}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",350.79,0.01612,21,10001000101110011100
